ItemName,Brand,BrandHash,ProductName,CompanyURL,ItemHash,MPN,UPC,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,Cat_0,Cat_1,Cat_2,ProductHash,Price,Cost,ListPrice,dt,ImageURL,Availability,OnSale,Inventory,Conversion_PCT,UnitsSold,Revenue,feature_6,feature_7,feature_8
Realme 6 Pro (Lightning Blue  128 GB),Realme,838802737,Realme 6 Pro ,https://www.flipkart.com,-1337021579,-1337021579,-1337021579,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) Full HD+ Display,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,4300 mAh Battery,Snapdragon 720G Processor,90 Hz Ultra Smooth Display,Home,Mobiles & Accessories,Mobiles,-502717030,18999,16909,13450,21082020,https://www.flipkart.com\/realme-6-pro-lightning-blue-128-gb/p/itmd9a5cc09fe873?pid=MOBFPCX78AFMAGWR&lid=LSTMOBFPCX78AFMAGWRVAZKNB&marketplace=FLIPKART&srno=b_1_11&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=05b4efb9-4c44-473e-8faf-0e5693698db7.MOBFPCX78AFMAGWR.SEARCH&ssid=j4dxltnleo0000001598000729941,1,1,28,0.22131262316370326,40,266158,30 W Flash Charge,Side Fingerprint Sensor | Dual In Display Selfie,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
Realme 6 (Comet Blue  128 GB),Realme,838802737,Realme 6 ,https://www.flipkart.com,-1069468196,-1069468196,-1069468196,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,4300 mAh Battery,MediaTek Helio G90T Processor,90 Hz Ultra Smooth Display,Home,Mobiles & Accessories,Mobiles,178249235,17999,16379,13450,21082020,https://www.flipkart.com\/realme-6-comet-blue-128-gb/p/itm50e6d62dcf5ee?pid=MOBFPCX72FYWY7NF&lid=LSTMOBFPCX72FYWY7NFMSGQ1L&marketplace=FLIPKART&srno=b_1_12&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=05b4efb9-4c44-473e-8faf-0e5693698db7.MOBFPCX72FYWY7NF.SEARCH&ssid=j4dxltnleo0000001598000729941,1,1,10,0.7303563645657233,49,635927,30 W Flash Charge,Side Fingerprint Sensor,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
Realme 6 Pro (Lightning Orange  64 GB),Realme,838802737,Realme 6 Pro ,https://www.flipkart.com,-2087600574,-2087600574,-2087600574,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) Full HD+ Display,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,4300 mAh Battery,Snapdragon 720G Processor,90 Hz Ultra Smooth Display,Home,Mobiles & Accessories,Mobiles,-502717030,17999,14759,13450,21082020,https://www.flipkart.com\/realme-6-pro-lightning-orange-64-gb/p/itm82ff9c937cc46?pid=MOBFPCX74FWCZFMK&lid=LSTMOBFPCX74FWCZFMKR48GMH&marketplace=FLIPKART&srno=b_1_13&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=05b4efb9-4c44-473e-8faf-0e5693698db7.MOBFPCX74FWCZFMK.SEARCH&ssid=j4dxltnleo0000001598000729941,1,1,34,0.6228745503654671,14,727005,30 W Flash Charge,Side Fingerprint Sensor | Dual In Display Selfie,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
Realme Narzo 10 (That Green  128 GB),Realme,838802737,Realme Narzo 10 ,https://www.flipkart.com,729587437,729587437,729587437,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek Helio G80 (12 nm) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-1355872248,11999,11279,12999,21082020,https://www.flipkart.com\/realme-narzo-10-that-green-128-gb/p/itmfaa990ac54b7a?pid=MOBFQ36AGTW8HNMW&lid=LSTMOBFQ36AGTW8HNMWFLXHAY&marketplace=FLIPKART&srno=b_1_14&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=05b4efb9-4c44-473e-8faf-0e5693698db7.MOBFQ36AGTW8HNMW.SEARCH&ssid=j4dxltnleo0000001598000729941,1,1,21,0.3154713194374874,33,252214,,,
Realme Narzo 10 (That Blue  128 GB),Realme,838802737,Realme Narzo 10 ,https://www.flipkart.com,-1581522087,-1581522087,-1581522087,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek Helio G80 (12 nm) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-1355872248,11999,11039,12999,21082020,https://www.flipkart.com\/realme-narzo-10-that-blue-128-gb/p/itmfaa990ac54b7a?pid=MOBFST9QDGZTNRY8&lid=LSTMOBFST9QDGZTNRY8ESA6YM&marketplace=FLIPKART&srno=b_1_15&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=05b4efb9-4c44-473e-8faf-0e5693698db7.MOBFST9QDGZTNRY8.SEARCH&ssid=j4dxltnleo0000001598000729941,1,1,24,0.31788242118660803,36,983187,,,
Realme Narzo 10 (That White  128 GB),Realme,838802737,Realme Narzo 10 ,https://www.flipkart.com,-1751404066,-1751404066,-1751404066,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek Helio G80 (12 nm) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-1355872248,11999,10919,12999,21082020,https://www.flipkart.com\/realme-narzo-10-that-white-128-gb/p/itmfaa990ac54b7a?pid=MOBFQ36APESHAPGA&lid=LSTMOBFQ36APESHAPGAHAKOMN&marketplace=FLIPKART&srno=b_1_16&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=05b4efb9-4c44-473e-8faf-0e5693698db7.MOBFQ36APESHAPGA.SEARCH&ssid=j4dxltnleo0000001598000729941,1,1,43,0.08727312906201001,34,762728,,,
Realme 6 Pro (Lightning Blue  64 GB),Realme,838802737,Realme 6 Pro ,https://www.flipkart.com,187563225,187563225,187563225,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) Full HD+ Display,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,4300 mAh Battery,Snapdragon 720G Processor,90 Hz Ultra Smooth Display,Home,Mobiles & Accessories,Mobiles,-502717030,17999,16019,13450,21082020,https://www.flipkart.com\/realme-6-pro-lightning-blue-64-gb/p/itm19b1945c12aee?pid=MOBFPCX76F3BYQDH&lid=LSTMOBFPCX76F3BYQDHGAICT2&marketplace=FLIPKART&srno=b_1_17&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=05b4efb9-4c44-473e-8faf-0e5693698db7.MOBFPCX76F3BYQDH.SEARCH&ssid=j4dxltnleo0000001598000729941,1,1,10,0.18625010318712243,46,638032,30 W Flash Charge,Side Fingerprint Sensor | Dual In Display Selfie,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
Realme 5 Pro (Sparkling Blue  128 GB),Realme,838802737,Realme 5 Pro ,https://www.flipkart.com,-114925971,-114925971,-114925971,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,VOOC Flash Charge 3.0,Home,Mobiles & Accessories,Mobiles,2029015812,16999,14279,17999,21082020,https://www.flipkart.com\/realme-5-pro-sparkling-blue-128-gb/p/itmfj9twdugyvg77?pid=MOBFJ9TWAEBGAYFR&lid=LSTMOBFJ9TWAEBGAYFRGDVJVR&marketplace=FLIPKART&srno=b_1_18&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=05b4efb9-4c44-473e-8faf-0e5693698db7.MOBFJ9TWAEBGAYFR.SEARCH&ssid=j4dxltnleo0000001598000729941,1,1,44,0.7260959444891091,10,995905,Triple Card Slot,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,
Realme 5 Pro (Sparkling Blue  64 GB),Realme,838802737,Realme 5 Pro ,https://www.flipkart.com,-1401815632,-1401815632,-1401815632,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,VOOC Flash Charge 3.0,Home,Mobiles & Accessories,Mobiles,2029015812,14999,13499,15999,21082020,https://www.flipkart.com\/realme-5-pro-sparkling-blue-64-gb/p/itmfj9twdugyvg77?pid=MOBFJ9TWP4SYFYED&lid=LSTMOBFJ9TWP4SYFYED1NMUUZ&marketplace=FLIPKART&srno=b_1_19&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=05b4efb9-4c44-473e-8faf-0e5693698db7.MOBFJ9TWP4SYFYED.SEARCH&ssid=j4dxltnleo0000001598000729941,1,1,16,0.02880594638888656,48,589637,Triple Card Slot,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,
Realme 5 Pro (Chroma White  64 GB),Realme,838802737,Realme 5 Pro ,https://www.flipkart.com,-1711693557,-1711693557,-1711693557,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,VOOC Flash Charge 3.0,Home,Mobiles & Accessories,Mobiles,2029015812,14999,13199,15999,21082020,https://www.flipkart.com\/realme-5-pro-chroma-white-64-gb/p/itmfj9twdugyvg77?pid=MOBFT8N3WYHQ72QV&lid=LSTMOBFT8N3WYHQ72QV9CIK8R&marketplace=FLIPKART&srno=b_1_20&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=05b4efb9-4c44-473e-8faf-0e5693698db7.MOBFT8N3WYHQ72QV.SEARCH&ssid=j4dxltnleo0000001598000729941,1,1,40,0.575667706709434,37,949540,Triple Card Slot,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,
Realme 5 Pro (Crystal Green  128 GB),Realme,838802737,Realme 5 Pro ,https://www.flipkart.com,1267562407,1267562407,1267562407,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,VOOC Flash Charge 3.0,Home,Mobiles & Accessories,Mobiles,2029015812,16999,15639,17999,21082020,https://www.flipkart.com\/realme-5-pro-crystal-green-128-gb/p/itmfj9twdugyvg77?pid=MOBFJ9TWPMKKAZJK&lid=LSTMOBFJ9TWPMKKAZJKE5GWJG&marketplace=FLIPKART&srno=b_1_21&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=05b4efb9-4c44-473e-8faf-0e5693698db7.MOBFJ9TWPMKKAZJK.SEARCH&ssid=j4dxltnleo0000001598000729941,1,1,15,0.9121688386028575,28,428474,Triple Card Slot,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,
Realme 5 Pro (Crystal Green  64 GB),Realme,838802737,Realme 5 Pro ,https://www.flipkart.com,1818991004,1818991004,1818991004,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,VOOC Flash Charge 3.0,Home,Mobiles & Accessories,Mobiles,2029015812,14999,12749,15999,21082020,https://www.flipkart.com\/realme-5-pro-crystal-green-64-gb/p/itmfj9twdugyvg77?pid=MOBFJ9TWMUX7H8WN&lid=LSTMOBFJ9TWMUX7H8WNDRW1VL&marketplace=FLIPKART&srno=b_1_22&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=05b4efb9-4c44-473e-8faf-0e5693698db7.MOBFJ9TWMUX7H8WN.SEARCH&ssid=j4dxltnleo0000001598000729941,1,1,36,0.9524385854346253,21,431234,Triple Card Slot,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,
Realme 5 Pro (Chroma White  128 GB),Realme,838802737,Realme 5 Pro ,https://www.flipkart.com,870667597,870667597,870667597,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,VOOC Flash Charge 3.0,Home,Mobiles & Accessories,Mobiles,2029015812,16999,14279,13450,21082020,https://www.flipkart.com\/realme-5-pro-chroma-white-128-gb/p/itmfj9twdugyvg77?pid=MOBFTAZ5C3WF3PKC&lid=LSTMOBFTAZ5C3WF3PKCR5ZKY9&marketplace=FLIPKART&srno=b_1_23&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=05b4efb9-4c44-473e-8faf-0e5693698db7.MOBFTAZ5C3WF3PKC.SEARCH&ssid=j4dxltnleo0000001598000729941,1,1,12,0.5369809442861668,27,229525,Triple Card Slot,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,
Realme 6 (Comet White  128 GB),Realme,838802737,Realme 6 ,https://www.flipkart.com,121082734,121082734,121082734,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,4300 mAh Battery,MediaTek Helio G90T Processor,90 Hz Ultra Smooth Display,Home,Mobiles & Accessories,Mobiles,178249235,17999,16559,13450,21082020,https://www.flipkart.com\/realme-6-comet-white-128-gb/p/itm12516d12e4a46?pid=MOBFPCX7U6C69DSU&lid=LSTMOBFPCX7U6C69DSUXD4ZOQ&marketplace=FLIPKART&srno=b_1_24&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=05b4efb9-4c44-473e-8faf-0e5693698db7.MOBFPCX7U6C69DSU.SEARCH&ssid=j4dxltnleo0000001598000729941,1,1,48,0.25046212869859563,39,912032,30 W Flash Charge,Side Fingerprint Sensor,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
Redmi 8 (Sapphire Blue  64 GB),Redmi,-973003780,Redmi 8 ,https://www.flipkart.com,49945285,49945285,49945285,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) HD+ Display,12MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 439 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-134938278,9999,8399,10999,21082020,https://www.flipkart.com\/redmi-8-sapphire-blue-64-gb/p/itmd1c68a1a86f5e?pid=MOBFKPYDENDXZZ7U&lid=LSTMOBFKPYDENDXZZ7U9TT5NP&marketplace=FLIPKART&srno=b_1_1&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=228f8c29-8645-4926-a204-2ef3e8c0230a.MOBFKPYDENDXZZ7U.SEARCH&ssid=qb9p3a8x1c0000001598000730696,1,1,41,0.16979836603784226,35,771626,,,
Redmi 8 (Emerald Green  64 GB),Redmi,-973003780,Redmi 8 ,https://www.flipkart.com,-141346356,-141346356,-141346356,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) HD+ Display,12MP + 2MP | 8MP Front Camera,3500 mAh Battery,Qualcomm Snapdragon 439 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-134938278,9999,9299,10999,21082020,https://www.flipkart.com\/redmi-8-emerald-green-64-gb/p/itme0903bcb8a2cb?pid=MOBFKPYDTSZ8SFHH&lid=LSTMOBFKPYDTSZ8SFHH7DBBDS&marketplace=FLIPKART&srno=b_1_2&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=228f8c29-8645-4926-a204-2ef3e8c0230a.MOBFKPYDTSZ8SFHH.SEARCH&ssid=qb9p3a8x1c0000001598000730696,1,1,31,0.33319851503351683,28,207401,,,
