ItemName,Brand,BrandHash,ProductName,CompanyURL,ItemHash,MPN,UPC,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,Cat_0,Cat_1,Cat_2,ProductHash,Price,Cost,ListPrice,dt,ImageURL,Availability,OnSale,Inventory,Conversion_PCT,UnitsSold,Revenue,feature_6,feature_7,feature_8
Realme 6 Pro (Lightning Blue  128 GB),Realme,-1131856215,Realme 6 Pro ,https://www.flipkart.com,-861408877,-861408877,-861408877,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) Full HD+ Display,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,4300 mAh Battery,Snapdragon 720G Processor,90 Hz Ultra Smooth Display,Home,Mobiles & Accessories,Mobiles,1962104128,19999,18999,14200,26082020,https://www.flipkart.com\/realme-6-pro-lightning-blue-128-gb/p/itmeab248911af26?pid=MOBFPCX7M72AW7HA&lid=LSTMOBFPCX7M72AW7HADH0Q88&marketplace=FLIPKART&srno=b_1_11&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=569a7ad4-8cb1-40c5-9e34-28551424969c.MOBFPCX7M72AW7HA.SEARCH&ssid=jvwijd6bao0000001598431721045,1,1,43,0.2732172881183954,43,751663,30 W Flash Charge,Side Fingerprint Sensor | Dual In Display Selfie,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
Realme Narzo 10A (So White  32 GB),Realme,-1131856215,Realme Narzo 10A ,https://www.flipkart.com,750059512,750059512,750059512,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,12MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek Helio G70 (12 nm) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-270117354,8999,8279,9999,26082020,https://www.flipkart.com\/realme-narzo-10a-so-white-32-gb/p/itmbeb412dade152?pid=MOBFQ36ASQHV3UGW&lid=LSTMOBFQ36ASQHV3UGWL3NPOI&marketplace=FLIPKART&srno=b_1_12&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=569a7ad4-8cb1-40c5-9e34-28551424969c.MOBFQ36ASQHV3UGW.SEARCH&ssid=jvwijd6bao0000001598431721045,1,1,13,0.7918234519853714,44,768984,,,
Realme Narzo 10A (So Blue  32 GB),Realme,-1131856215,Realme Narzo 10A ,https://www.flipkart.com,1348101504,1348101504,1348101504,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,12MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek Helio G70 (12 nm) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-270117354,8999,8459,9999,26082020,https://www.flipkart.com\/realme-narzo-10a-so-blue-32-gb/p/itmbeb412dade152?pid=MOBFQ36AYV4ZG4E4&lid=LSTMOBFQ36AYV4ZG4E4LAVPVB&marketplace=FLIPKART&srno=b_1_13&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=569a7ad4-8cb1-40c5-9e34-28551424969c.MOBFQ36AYV4ZG4E4.SEARCH&ssid=jvwijd6bao0000001598431721045,1,1,20,0.38190657385571836,39,847422,,,
Realme Narzo 10A (So Blue  64 GB),Realme,-1131856215,Realme Narzo 10A ,https://www.flipkart.com,-1944283682,-1944283682,-1944283682,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,12MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek Helio G70 (12 nm) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-270117354,9999,8899,10999,26082020,https://www.flipkart.com\/realme-narzo-10a-so-blue-64-gb/p/itmbeb412dade152?pid=MOBFSZTTDGNMFRYD&lid=LSTMOBFSZTTDGNMFRYDUNPGPY&marketplace=FLIPKART&srno=b_1_14&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=569a7ad4-8cb1-40c5-9e34-28551424969c.MOBFSZTTDGNMFRYD.SEARCH&ssid=jvwijd6bao0000001598431721045,1,1,12,0.5492719590214321,13,155519,,,
Realme Narzo 10A (So White  64 GB),Realme,-1131856215,Realme Narzo 10A ,https://www.flipkart.com,-916640371,-916640371,-916640371,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,12MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek Helio G70 (12 nm) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-270117354,9999,8699,10999,26082020,https://www.flipkart.com\/realme-narzo-10a-so-white-64-gb/p/itmbeb412dade152?pid=MOBFSZTTZ8GXBHRB&lid=LSTMOBFSZTTZ8GXBHRBLKRVHG&marketplace=FLIPKART&srno=b_1_15&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=569a7ad4-8cb1-40c5-9e34-28551424969c.MOBFSZTTZ8GXBHRB.SEARCH&ssid=jvwijd6bao0000001598431721045,1,1,33,0.4605725868935565,24,975796,,,
Realme Narzo 10 (That Green  128 GB),Realme,-1131856215,Realme Narzo 10 ,https://www.flipkart.com,-878088027,-878088027,-878088027,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek Helio G80 (12 nm) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1983268459,11999,11039,12999,26082020,https://www.flipkart.com\/realme-narzo-10-that-green-128-gb/p/itmfaa990ac54b7a?pid=MOBFQ36AGTW8HNMW&lid=LSTMOBFQ36AGTW8HNMWFLXHAY&marketplace=FLIPKART&srno=b_1_16&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=569a7ad4-8cb1-40c5-9e34-28551424969c.MOBFQ36AGTW8HNMW.SEARCH&ssid=jvwijd6bao0000001598431721045,1,1,49,0.7944647200501187,41,203308,,,
Realme Narzo 10 (That White  128 GB),Realme,-1131856215,Realme Narzo 10 ,https://www.flipkart.com,-1452221627,-1452221627,-1452221627,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek Helio G80 (12 nm) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1983268459,11999,10919,12999,26082020,https://www.flipkart.com\/realme-narzo-10-that-white-128-gb/p/itmfaa990ac54b7a?pid=MOBFQ36APESHAPGA&lid=LSTMOBFQ36APESHAPGAHAKOMN&marketplace=FLIPKART&srno=b_1_17&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=569a7ad4-8cb1-40c5-9e34-28551424969c.MOBFQ36APESHAPGA.SEARCH&ssid=jvwijd6bao0000001598431721045,1,1,11,0.831879608506755,19,609866,,,
Realme Narzo 10 (That Blue  128 GB),Realme,-1131856215,Realme Narzo 10 ,https://www.flipkart.com,1949405976,1949405976,1949405976,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek Helio G80 (12 nm) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1983268459,11999,11159,12999,26082020,https://www.flipkart.com\/realme-narzo-10-that-blue-128-gb/p/itmfaa990ac54b7a?pid=MOBFST9QDGZTNRY8&lid=LSTMOBFST9QDGZTNRY8ESA6YM&marketplace=FLIPKART&srno=b_1_18&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=569a7ad4-8cb1-40c5-9e34-28551424969c.MOBFST9QDGZTNRY8.SEARCH&ssid=jvwijd6bao0000001598431721045,1,1,31,0.5353942711900261,27,543476,,,
Realme 6 Pro (Lightning Orange  64 GB),Realme,-1131856215,Realme 6 Pro ,https://www.flipkart.com,1713445037,1713445037,1713445037,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) Full HD+ Display,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,4300 mAh Battery,Snapdragon 720G Processor,90 Hz Ultra Smooth Display,Home,Mobiles & Accessories,Mobiles,1962104128,17999,16199,14200,26082020,https://www.flipkart.com\/realme-6-pro-lightning-orange-64-gb/p/itm82ff9c937cc46?pid=MOBFPCX74FWCZFMK&lid=LSTMOBFPCX74FWCZFMKR48GMH&marketplace=FLIPKART&srno=b_1_19&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=569a7ad4-8cb1-40c5-9e34-28551424969c.MOBFPCX74FWCZFMK.SEARCH&ssid=jvwijd6bao0000001598431721045,1,1,28,0.5535158233229175,26,492253,30 W Flash Charge,Side Fingerprint Sensor | Dual In Display Selfie,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
Realme 5 Pro (Chroma White  64 GB),Realme,-1131856215,Realme 5 Pro ,https://www.flipkart.com,374806100,374806100,374806100,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,VOOC Flash Charge 3.0,Home,Mobiles & Accessories,Mobiles,1528315983,14999,12299,15999,26082020,https://www.flipkart.com\/realme-5-pro-chroma-white-64-gb/p/itmfj9twdugyvg77?pid=MOBFT8N3WYHQ72QV&lid=LSTMOBFT8N3WYHQ72QV9CIK8R&marketplace=FLIPKART&srno=b_1_20&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=569a7ad4-8cb1-40c5-9e34-28551424969c.MOBFT8N3WYHQ72QV.SEARCH&ssid=jvwijd6bao0000001598431721045,1,1,26,0.694045964440947,49,390418,Triple Card Slot,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,
Realme 5 Pro (Chroma White  128 GB),Realme,-1131856215,Realme 5 Pro ,https://www.flipkart.com,-709051454,-709051454,-709051454,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,VOOC Flash Charge 3.0,Home,Mobiles & Accessories,Mobiles,1528315983,16999,14449,14200,26082020,https://www.flipkart.com\/realme-5-pro-chroma-white-128-gb/p/itmfj9twdugyvg77?pid=MOBFTAZ5C3WF3PKC&lid=LSTMOBFTAZ5C3WF3PKCR5ZKY9&marketplace=FLIPKART&srno=b_1_21&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=569a7ad4-8cb1-40c5-9e34-28551424969c.MOBFTAZ5C3WF3PKC.SEARCH&ssid=jvwijd6bao0000001598431721045,1,1,11,0.6714720491023699,32,649058,Triple Card Slot,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,
Realme 5 Pro (Sparkling Blue  64 GB),Realme,-1131856215,Realme 5 Pro ,https://www.flipkart.com,47985521,47985521,47985521,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,VOOC Flash Charge 3.0,Home,Mobiles & Accessories,Mobiles,1528315983,14999,13799,15999,26082020,https://www.flipkart.com\/realme-5-pro-sparkling-blue-64-gb/p/itmfj9twdugyvg77?pid=MOBFJ9TWP4SYFYED&lid=LSTMOBFJ9TWP4SYFYED1NMUUZ&marketplace=FLIPKART&srno=b_1_22&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=569a7ad4-8cb1-40c5-9e34-28551424969c.MOBFJ9TWP4SYFYED.SEARCH&ssid=jvwijd6bao0000001598431721045,1,1,43,0.6749422178906153,42,490240,Triple Card Slot,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,
Realme 5 Pro (Sparkling Blue  128 GB),Realme,-1131856215,Realme 5 Pro ,https://www.flipkart.com,-1161442273,-1161442273,-1161442273,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,VOOC Flash Charge 3.0,Home,Mobiles & Accessories,Mobiles,1528315983,16999,13769,17999,26082020,https://www.flipkart.com\/realme-5-pro-sparkling-blue-128-gb/p/itmfj9twdugyvg77?pid=MOBFJ9TWAEBGAYFR&lid=LSTMOBFJ9TWAEBGAYFRGDVJVR&marketplace=FLIPKART&srno=b_1_23&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=569a7ad4-8cb1-40c5-9e34-28551424969c.MOBFJ9TWAEBGAYFR.SEARCH&ssid=jvwijd6bao0000001598431721045,1,1,18,0.10804439007262312,24,695277,Triple Card Slot,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,
Realme C11 (Rich Grey  32 GB),Realme,-1131856215,Realme C11 ,https://www.flipkart.com,-1492678510,-1492678510,-1492678510,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,5000 mAh Battery,Mediatek Helio G35 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-912960151,7499,6599,8999,26082020,https://www.flipkart.com\/realme-c11-rich-grey-32-gb/p/itm831d19fd9cdc4?pid=MOBFTAYBBVKFEGTZ&lid=LSTMOBFTAYBBVKFEGTZGKVKF9&marketplace=FLIPKART&srno=b_1_24&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=569a7ad4-8cb1-40c5-9e34-28551424969c.MOBFTAYBBVKFEGTZ.SEARCH&ssid=jvwijd6bao0000001598431721045,1,1,19,0.028289757924811587,24,780291,,,
Redmi 8A Dual (Sea Blue  32 GB),Redmi,-1985597444,Redmi 8A Dual ,https://www.flipkart.com,-2062796413,-2062796413,-2062796413,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) Full HD+ Display,13MP + 2MP | 8MP Dual Front Camera,5000 mAh Battery,Snapdragon 439 octa core processor Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,Home,Mobiles & Accessories,Mobiles,-1767479273,9290,8640,0,26082020,https://www.flipkart.com\/redmi-8a-dual-sea-blue-32-gb/p/itmf5568beb3c3a5?pid=MOBFP73ZM26XEYZQ&lid=LSTMOBFP73ZM26XEYZQ3UHMIR&marketplace=FLIPKART&srno=b_1_1&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=68b950b0-5d73-41c7-ad65-bab89ee9b207.MOBFP73ZM26XEYZQ.SEARCH&ssid=p1qziscaz40000001598431721843,1,1,36,0.9934517159525641,17,283708,,,
Redmi 8A Dual (Sea Blue  32 GB),Redmi,-1985597444,Redmi 8A Dual ,https://www.flipkart.com,-2062796413,-2062796413,-2062796413,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) Full HD+ Display,13MP + 2MP | 8MP Dual Front Camera,5000 mAh Battery,Snapdragon 439 octa core processor Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,Home,Mobiles & Accessories,Mobiles,-1767479273,8399,7475,8450,26082020,https://www.flipkart.com\/redmi-8a-dual-sea-blue-32-gb/p/itmf5568beb3c3a5?pid=MOBFP764TNKZRSB8&lid=LSTMOBFP764TNKZRSB8F8WXYY&marketplace=FLIPKART&srno=b_1_2&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=68b950b0-5d73-41c7-ad65-bab89ee9b207.MOBFP764TNKZRSB8.SEARCH&ssid=p1qziscaz40000001598431721843,1,1,33,0.36329068513258367,14,596501,,,
Redmi Note 9 (Aqua Green  128 GB),Redmi,-1985597444,Redmi Note 9 ,https://www.flipkart.com,-2128825116,-2128825116,-2128825116,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) Full HD+ Display,48MP Rear Camera,5020 mAh Battery,MediaTek Helio G85 Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,Home,Mobiles & Accessories,Mobiles,1110677115,15279,14515,16499,26082020,https://www.flipkart.com\/redmi-note-9-aqua-green-128-gb/p/itm12201c2ee63e5?pid=MOBFU3ZFY6FGK4ZU&lid=LSTMOBFU3ZFY6FGK4ZUFYTKU6&marketplace=FLIPKART&srno=b_1_3&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=68b950b0-5d73-41c7-ad65-bab89ee9b207.MOBFU3ZFY6FGK4ZU.SEARCH&ssid=p1qziscaz40000001598431721843,1,1,20,0.302516288240409,36,380987,,,
