ItemName,Brand,BrandHash,ProductName,CompanyURL,ItemHash,MPN,UPC,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,Cat_0,Cat_1,Cat_2,ProductHash,Price,Cost,ListPrice,dt,ImageURL,Availability,OnSale,Inventory,Conversion_PCT,UnitsSold,Revenue,feature_6,feature_7,feature_8
Realme C3 (Blazing Red  64 GB),Realme,-1541134896,Realme C3 ,https://www.flipkart.com,-691738876,-691738876,-691738876,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,12MP + 2MP | 5MP Front Camera,5000 mAh Battery,Helio G70 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,983867940,9999,8899,9450,14082020,https://www.flipkart.com\/realme-c3-blazing-red-64-gb/p/itm58bf81a807d66?pid=MOBFZHC5SSTXZPCD&lid=LSTMOBFZHC5SSTXZPCDEPWG6L&marketplace=FLIPKART&srno=b_1_11&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=6f7a5270-866c-4ed5-b88d-81f0bd966eb4.MOBFZHC5SSTXZPCD.SEARCH&ssid=clo7o9zg800000001597381648321,1,1,12,0.02920958432030818,47,646103,,,
Realme 6 (Comet White  64 GB),Realme,-1541134896,Realme 6 ,https://www.flipkart.com,-706587257,-706587257,-706587257,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,4300 mAh Battery,MediaTek Helio G90T Processor,90 Hz Ultra Smooth Display,Home,Mobiles & Accessories,Mobiles,-1172044411,15999,14079,17999,14082020,https://www.flipkart.com\/realme-6-comet-white-64-gb/p/itma64226eb3e2d2?pid=MOBFTAZ5DSJYBFWU&lid=LSTMOBFTAZ5DSJYBFWU6DFPDA&marketplace=FLIPKART&srno=b_1_12&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=6f7a5270-866c-4ed5-b88d-81f0bd966eb4.MOBFTAZ5DSJYBFWU.SEARCH&ssid=clo7o9zg800000001597381648321,1,1,25,0.5135652169360867,25,121106,30 W Flash Charge,Side Fingerprint Sensor,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
Realme Narzo 10 (That Green  128 GB),Realme,-1541134896,Realme Narzo 10 ,https://www.flipkart.com,783846710,783846710,783846710,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek Helio G80 (12 nm) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1407415578,11999,11159,12999,14082020,https://www.flipkart.com\/realme-narzo-10-that-green-128-gb/p/itmfaa990ac54b7a?pid=MOBFQ36AGTW8HNMW&lid=LSTMOBFQ36AGTW8HNMWFLXHAY&marketplace=FLIPKART&srno=b_1_13&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=6f7a5270-866c-4ed5-b88d-81f0bd966eb4.MOBFQ36AGTW8HNMW.SEARCH&ssid=clo7o9zg800000001597381648321,1,1,16,0.9092976216829406,45,537953,,,
Realme Narzo 10 (That White  128 GB),Realme,-1541134896,Realme Narzo 10 ,https://www.flipkart.com,-610947992,-610947992,-610947992,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek Helio G80 (12 nm) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1407415578,11999,9959,12999,14082020,https://www.flipkart.com\/realme-narzo-10-that-white-128-gb/p/itmfaa990ac54b7a?pid=MOBFQ36APESHAPGA&lid=LSTMOBFQ36APESHAPGAHAKOMN&marketplace=FLIPKART&srno=b_1_14&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=6f7a5270-866c-4ed5-b88d-81f0bd966eb4.MOBFQ36APESHAPGA.SEARCH&ssid=clo7o9zg800000001597381648321,1,1,17,0.8196644343059609,22,644955,,,
Realme Narzo 10 (That Blue  128 GB),Realme,-1541134896,Realme Narzo 10 ,https://www.flipkart.com,-1139996887,-1139996887,-1139996887,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek Helio G80 (12 nm) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1407415578,11999,11399,12999,14082020,https://www.flipkart.com\/realme-narzo-10-that-blue-128-gb/p/itmfaa990ac54b7a?pid=MOBFST9QDGZTNRY8&lid=LSTMOBFST9QDGZTNRY8ESA6YM&marketplace=FLIPKART&srno=b_1_15&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=6f7a5270-866c-4ed5-b88d-81f0bd966eb4.MOBFST9QDGZTNRY8.SEARCH&ssid=clo7o9zg800000001597381648321,1,1,20,0.5968824164165498,13,333196,,,
Realme 6 (Comet Blue  128 GB),Realme,-1541134896,Realme 6 ,https://www.flipkart.com,-1751604279,-1751604279,-1751604279,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,4300 mAh Battery,MediaTek Helio G90T Processor,90 Hz Ultra Smooth Display,Home,Mobiles & Accessories,Mobiles,-1172044411,17999,16019,13450,14082020,https://www.flipkart.com\/realme-6-comet-blue-128-gb/p/itm50e6d62dcf5ee?pid=MOBFPCX72FYWY7NF&lid=LSTMOBFPCX72FYWY7NFMSGQ1L&marketplace=FLIPKART&srno=b_1_16&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=6f7a5270-866c-4ed5-b88d-81f0bd966eb4.MOBFPCX72FYWY7NF.SEARCH&ssid=clo7o9zg800000001597381648321,1,1,34,0.996082430849684,15,479528,30 W Flash Charge,Side Fingerprint Sensor,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
Realme 6 Pro (Lightning Blue  64 GB),Realme,-1541134896,Realme 6 Pro ,https://www.flipkart.com,505973332,505973332,505973332,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) Full HD+ Display,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,4300 mAh Battery,Snapdragon 720G Processor,90 Hz Ultra Smooth Display,Home,Mobiles & Accessories,Mobiles,-291343661,17999,15119,13450,14082020,https://www.flipkart.com\/realme-6-pro-lightning-blue-64-gb/p/itm19b1945c12aee?pid=MOBFPCX76F3BYQDH&lid=LSTMOBFPCX76F3BYQDHGAICT2&marketplace=FLIPKART&srno=b_1_17&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=6f7a5270-866c-4ed5-b88d-81f0bd966eb4.MOBFPCX76F3BYQDH.SEARCH&ssid=clo7o9zg800000001597381648321,1,1,26,0.5948150729467897,48,647690,30 W Flash Charge,Side Fingerprint Sensor | Dual In Display Selfie,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
Realme 6 Pro (Lightning Orange  64 GB),Realme,-1541134896,Realme 6 Pro ,https://www.flipkart.com,2137126413,2137126413,2137126413,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) Full HD+ Display,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,4300 mAh Battery,Snapdragon 720G Processor,90 Hz Ultra Smooth Display,Home,Mobiles & Accessories,Mobiles,-291343661,17999,14579,13450,14082020,https://www.flipkart.com\/realme-6-pro-lightning-orange-64-gb/p/itm82ff9c937cc46?pid=MOBFPCX74FWCZFMK&lid=LSTMOBFPCX74FWCZFMKR48GMH&marketplace=FLIPKART&srno=b_1_18&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=6f7a5270-866c-4ed5-b88d-81f0bd966eb4.MOBFPCX74FWCZFMK.SEARCH&ssid=clo7o9zg800000001597381648321,1,1,46,0.11997290373012026,37,341496,30 W Flash Charge,Side Fingerprint Sensor | Dual In Display Selfie,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
Realme X3 (Arctic White  128 GB),Realme,-1541134896,Realme X3 ,https://www.flipkart.com,1867603604,1867603604,1867603604,6 GB RAM | 128 GB ROM,16.69 cm (6.57 inch) Full HD+ Display,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,4200 mAh Battery,Qualcomm Snapdragon 855+ Processor,120 Hz Smooth Display,Home,Mobiles & Accessories,Mobiles,-2126046631,24999,21249,26999,14082020,https://www.flipkart.com\/realme-x3-arctic-white-128-gb/p/itm325a6e0c17b0a?pid=MOBFSS3Q86GGEYZA&lid=LSTMOBFSS3Q86GGEYZADP2HLD&marketplace=FLIPKART&srno=b_1_19&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=6f7a5270-866c-4ed5-b88d-81f0bd966eb4.MOBFSS3Q86GGEYZA.SEARCH&ssid=clo7o9zg800000001597381648321,1,1,30,0.4162230952202338,43,939638,UIS and UIS Max Ultra Image Stabilization,Liquid Cooling System,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Realme 5 Pro (Sparkling Blue  64 GB),Realme,-1541134896,Realme 5 Pro ,https://www.flipkart.com,2076310752,2076310752,2076310752,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,VOOC Flash Charge 3.0,Home,Mobiles & Accessories,Mobiles,-671348929,14999,13049,15999,14082020,https://www.flipkart.com\/realme-5-pro-sparkling-blue-64-gb/p/itmfj9twdugyvg77?pid=MOBFJ9TWP4SYFYED&lid=LSTMOBFJ9TWP4SYFYED1NMUUZ&marketplace=FLIPKART&srno=b_1_20&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=6f7a5270-866c-4ed5-b88d-81f0bd966eb4.MOBFJ9TWP4SYFYED.SEARCH&ssid=clo7o9zg800000001597381648321,1,1,49,0.38132924801075585,20,839394,Triple Card Slot,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,
Realme Narzo 10A (So Blue  32 GB),Realme,-1541134896,Realme Narzo 10A ,https://www.flipkart.com,-1387559826,-1387559826,-1387559826,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,12MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek Helio G70 (12 nm) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1758548043,8999,8369,9999,14082020,https://www.flipkart.com\/realme-narzo-10a-so-blue-32-gb/p/itmbeb412dade152?pid=MOBFQ36AYV4ZG4E4&lid=LSTMOBFQ36AYV4ZG4E4LAVPVB&marketplace=FLIPKART&srno=b_1_21&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=6f7a5270-866c-4ed5-b88d-81f0bd966eb4.MOBFQ36AYV4ZG4E4.SEARCH&ssid=clo7o9zg800000001597381648321,1,1,15,0.11201698165799912,43,606790,,,
Realme Narzo 10A (So Blue  64 GB),Realme,-1541134896,Realme Narzo 10A ,https://www.flipkart.com,1246186504,1246186504,1246186504,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,12MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek Helio G70 (12 nm) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1758548043,9999,9399,10999,14082020,https://www.flipkart.com\/realme-narzo-10a-so-blue-64-gb/p/itmbeb412dade152?pid=MOBFSZTTDGNMFRYD&lid=LSTMOBFSZTTDGNMFRYD8KVAE0&marketplace=FLIPKART&srno=b_1_22&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=6f7a5270-866c-4ed5-b88d-81f0bd966eb4.MOBFSZTTDGNMFRYD.SEARCH&ssid=clo7o9zg800000001597381648321,1,1,18,0.8967861362467312,40,102147,,,
Realme Narzo 10A (So White  64 GB),Realme,-1541134896,Realme Narzo 10A ,https://www.flipkart.com,-1622895688,-1622895688,-1622895688,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,12MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek Helio G70 (12 nm) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1758548043,9999,8599,10999,14082020,https://www.flipkart.com\/realme-narzo-10a-so-white-64-gb/p/itmbeb412dade152?pid=MOBFSZTTZ8GXBHRB&lid=LSTMOBFSZTTZ8GXBHRBLKRVHG&marketplace=FLIPKART&srno=b_1_23&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=6f7a5270-866c-4ed5-b88d-81f0bd966eb4.MOBFSZTTZ8GXBHRB.SEARCH&ssid=clo7o9zg800000001597381648321,1,1,33,0.4373147754986312,34,123276,,,
Realme 6 (Comet White  128 GB),Realme,-1541134896,Realme 6 ,https://www.flipkart.com,971017433,971017433,971017433,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,4300 mAh Battery,MediaTek Helio G90T Processor,90 Hz Ultra Smooth Display,Home,Mobiles & Accessories,Mobiles,-1172044411,17999,15299,13450,14082020,https://www.flipkart.com\/realme-6-comet-white-128-gb/p/itm12516d12e4a46?pid=MOBFPCX7U6C69DSU&lid=LSTMOBFPCX7U6C69DSUXD4ZOQ&marketplace=FLIPKART&srno=b_1_24&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=6f7a5270-866c-4ed5-b88d-81f0bd966eb4.MOBFPCX7U6C69DSU.SEARCH&ssid=clo7o9zg800000001597381648321,1,1,42,0.9773653233856302,10,509213,30 W Flash Charge,Side Fingerprint Sensor,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
Redmi 8 (Ruby Red  64 GB),Redmi,-406286492,Redmi 8 ,https://www.flipkart.com,-432000169,-432000169,-432000169,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) HD+ Display,12MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 439 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-1125136090,9999,9099,10999,14082020,https://www.flipkart.com\/redmi-8-ruby-red-64-gb/p/itm6981a578c4d90?pid=MOBFKPYDCVSCZBYR&lid=LSTMOBFKPYDCVSCZBYR7PKM5A&marketplace=FLIPKART&srno=b_1_1&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBFKPYDCVSCZBYR.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,28,0.5732171795721023,15,391657,,,
Redmi 8 (Sapphire Blue  64 GB),Redmi,-406286492,Redmi 8 ,https://www.flipkart.com,10717820,10717820,10717820,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) HD+ Display,12MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 439 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-1125136090,9999,8199,10999,14082020,https://www.flipkart.com\/redmi-8-sapphire-blue-64-gb/p/itmd1c68a1a86f5e?pid=MOBFKPYDENDXZZ7U&lid=LSTMOBFKPYDENDXZZ7U9TT5NP&marketplace=FLIPKART&srno=b_1_2&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBFKPYDENDXZZ7U.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,39,0.12812501355037886,23,501992,,,
Redmi 8 (Onyx Black  64 GB),Redmi,-406286492,Redmi 8 ,https://www.flipkart.com,-1882723909,-1882723909,-1882723909,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) HD+ Display,12MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 439 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-1125136090,9999,8299,10999,14082020,https://www.flipkart.com\/redmi-8-onyx-black-64-gb/p/itmebd23d8a2ed1b?pid=MOBFKPYDZJQHGJXA&lid=LSTMOBFKPYDZJQHGJXAPMDXOB&marketplace=FLIPKART&srno=b_1_3&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBFKPYDZJQHGJXA.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,29,0.4247162514022117,22,341717,,,
